"year","state","name","pop","chrstprotpct","chrstcatpct","chrstorthpct","chrstangpct","chrstothrpct","chrstgenpct","judorthpct","judconspct","judrefpct","judothrpct","judgenpct","islmsunpct","islmshipct","islmibdpct","islmnatpct","islmalwpct","islmahmpct","islmothrpct","islmgenpct","budmahpct","budthrpct","budothrpct","budgenpct","zorogenpct","hindgenpct","sikhgenpct","shntgenpct","bahgenpct","taogenpct","jaingenpct","confgenpct","syncgenpct","anmgenpct","nonreligpct","othrgenpct","sumreligpct","total","dualrelig","datatype","sourcereliab","recreliab","reliabilevel","Version","sourcecode"
1980,52,"TRI",1082000,0.1335,0.3828,0.0043,0.1374,0,0.658,0,0,0,5e-04,5e-04,0,0,0,0,0,0.0011,0.0638,0.0649,0,0,0.0018,0.0018,0,0.2483,0,0,0.0074,0,0,0.0033,0,0.0094,0.0011,0.0052,0.9948,0.9999,0,24,4,5,"Medium",1.1,7
1985,52,"TRI",1178000,0.13,0.36,0,0.1278,0,0.6178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2547,0,0,0,0,0,0,0,0,0.1273,2e-04,0.9998,1,0,24,5,20,"Medium",1.1,1
1990,52,"TRI",1215000,0.178,0.322,0.0058,0.12,0,0.6258,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.066,0.066,0,0,0.0032,0.0032,0,0.26,0,0,0,0.0041,0,0,0,0,0.013,0.0273,0.9727,0.9999,0,24,4,5,"High",1.1,79
1995,52,"TRI",1260000,0.2025,0.3074,0.0028,0.1036,0,0.6162,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.0657,0.0657,0,0,0.0031,0.0031,0,0.2569,0,0,0,0.004,0,0,0,0,0.0176,0.0359,0.9641,0.9999,0,24,5,24,"Medium",1.1,99
2000,52,"TRI",1295000,0.227,0.296,0,0.089,0,0.612,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.066,0.066,0,0,0.0031,0.0031,0,0.256,0,0,0,0.0039,0,0,0,0,0.022,0.0365,0.9635,1,0,24,9,24,"Medium",1.1,79
2005,52,"TRI",1294000,0.2161,0.2818,0,0.0847,0,0.5827,0,0,0,5e-04,5e-04,0,0,0,0,0,0,0.058,0.058,0,0,0.0032,0.0032,0,0.2191,0,0,0,0.002,0,0,0,0,0.0775,0.057,0.943,1,0,24,5,20,"Medium",1.1,1
2010,52,"TRI",1305000,0.2798,0.2189,0.0027,0.0575,0,0.5588,0,0,0,0,0,0,0,0,0,0,0,0.0503,0.0503,0,0,0,0,0,0.184,0,0,0,0,0,0,0,0,0.1346,0.0723,0.9277,1,0,1,4,5,"High",1.1,81
1970,53,"BAR",239000,0.2116,0.0377,0.0674,0.3766,0,0.6933,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,4e-04,0,0,0,0,0,0,0,0,0.1708,0.1337,0.8663,1,0,24,4,5,"Medium",1.1,7
1975,53,"BAR",239000,0.2075,0.0462,0.0341,0.3869,0.0272,0.7019,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0011,0,0,0.003,0,0,0,0,0.018,0.1126,0.1616,0.8384,1,0,24,9,24,"Medium",1.1,2
1980,53,"BAR",249000,0.1872,0.0526,8e-04,0.3812,0.0522,0.6741,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0017,0,0,0.0058,0,0,0,0,0.0345,0.0522,0.2299,0.7701,1,0,24,4,5,"Medium",1.1,7
1985,53,"BAR",253000,0.2657,0.0394,0,0.3937,0,0.6988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593,0.2419,0.7581,1,0,24,2,8,"High",1.1,13
1990,53,"BAR",257000,0.3017,0.0437,0.0144,0.3296,0,0.6894,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0042,0.0042,0,0,4e-04,4e-04,0,0.0031,0,0,0.0097,0,0,0,0,1e-04,0.0549,0.2381,0.7619,1,0,2,4,5,"High",1.1,79
1995,53,"BAR",264000,0.3317,0.0426,0.0139,0.305,0,0.6932,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0071,0.0071,0,0,4e-04,4e-04,0,0.0033,0,0,0.0047,0,0,0,0,1e-04,0.2223,0.0687,0.9313,0.9999,0,24,9,24,"Medium",1.1,99
2000,53,"BAR",270000,0.3614,0.0418,0.0134,0.2828,0,0.6994,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0066,0.0066,0,0,4e-04,4e-04,0,0.0034,0,0,0,0,0,0,0,1e-04,0.2058,0.0842,0.9158,1,0,24,2,5,"High",1.1,79
2005,53,"BAR",273000,0.3643,0.0417,0.0066,0.2735,0,0.6861,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.0075,0.0075,0,0,4e-04,4e-04,0,0.0039,0,0,0,0,0,0,0,1e-04,0.2102,0.0918,0.9082,1.0001,0,234,4,10,"Medium",1.1,99
2010,53,"BAR",288705,0.351,0.0397,0,0.2527,0,0.6434,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0.008,0.008,0,0,4e-04,4e-04,0,0.0042,0,0,0,0,0,0,0,0,0.205,0.1389,0.8611,1,0,124,4,10,"Medium",1.1,1
1980,54,"DMA",74000,0.0627,0.9365,0,0,0,0.9992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.9992,1,0,24,4,8,"Medium",1.1,7
1985,54,"DMA",75000,0.0667,0.9067,0,0,0.0133,0.9867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0133,0.9867,1,0,24,2,5,"High",1.1,13
1990,54,"DMA",72000,0.1472,0.8,0,0.0178,0,0.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0013,0,0.0019,0,0,0,0,0,0,0,0,0,0.0318,0.9682,1,0,24,2,5,"High",1.1,13
1995,54,"DMA",71000,0.1535,0.8007,0,0.0183,0,0.9725,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,6e-04,6e-04,0,0.002,0,0,0,0,0,0,0,0,0.0141,0.0098,0.9902,1,0,24,5,24,"Medium",1.1,1
2000,54,"DMA",71000,0.2141,0.6034,0,0.0061,0.0351,0.8587,0,0,0,0,0,0,0,0,0,0,0,0.002,0.002,0,0,0.0013,0.0013,0,0.002,0,0,0,0,0,0,0,0,0.0704,0.0657,0.9343,1.0001,0,1,4,5,"High",1.1,78
2005,54,"DMA",72386,0.1806,0.6842,0,0.003,0.0172,0.885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0012,0,9e-04,0,0,0,0,0,0,0,0,0.0648,0.0481,0.9519,1,0,24,5,20,"Medium",1.1,1
2010,54,"DMA",73000,0.15,0.77,0,0,0,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.02,0.98,1,0,24,4,5,"High",1.1,78
1975,55,"GRN",107800,0.0909,0.5566,0,0.1855,0,0.833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0,0,0,0,0,0,9e-04,0.1656,0.8344,1,0,24,9,24,"Medium",1.1,2
1980,55,"GRN",109000,0.1021,0.5774,0,0.1699,0,0.8494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0.0013,0.1478,0.8522,1,0,234,4,10,"Medium",1.1,7
1985,55,"GRN",91000,0.1099,0.6264,0,0.1099,0,0.8462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1538,0.8462,1,0,24,2,8,"High",1.1,13
1990,55,"GRN",91000,0.157,0.53,0,0.14,0,0.827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173,0.827,1,0,24,4,5,"Medium",1.1,7
1995,55,"GRN",91000,0.1693,0.5403,0,0.1414,0,0.851,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,0.0035,0,0,0,0,0,0,0,0,0.023,0.1208,0.8792,1,0,34,99,35,"Low",1.1,99
2000,55,"GRN",88000,0.3124,0.4457,4e-04,0.1134,0,0.8719,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0019,0,0,0,0,0,0.0014,0,0,0,0,0,0,0,0,0.0775,0.0473,0.9527,1,0,24,5,20,"Medium",1.1,83
2005,55,"GRN",103000,0.2,0.54,0,0.2,0,0.94,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.0049,0,0,0,0,0,0.0024,0,0,0.0015,0,0,0,0,0,0.0481,0.0031,0.9969,1,0,24,5,20,"Medium",1.1,83
2010,55,"GRN",108419,0.22,0.5,0,0.15,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0.0049,0.0049,0,0,0,0,0,0.0024,0,0,0.0014,0,0,0,0,0,0.0481,0.0732,0.9268,1,0,24,5,20,"Medium",1.1,83
1980,56,"SLU",124000,0.1329,0.8323,0,0.0278,0,0.993,0,0,0,4e-04,4e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019,0,0,0,0,0,0,0.0046,0.9954,0.9999,0,24,5,20,"Medium",1.1,1
1985,56,"SLU",137000,0.1168,0.8686,0,0,0,0.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146,0.9854,1,0,24,2,5,"High",1.1,13
1990,56,"SLU",133000,0.1168,0.8686,0,0,0,0.9854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009,0,0,0.0023,0,0,0,0,0,0.0015,0.0018,0.9982,1,0,234,4,10,"Medium",1.1,7
1995,56,"SLU",145000,0.1242,0.7984,0,0.0152,0,0.9378,0,0,0,0,0,0,0,0,0,0,0,0.0024,0.0024,0,0,0,0,0,0.0089,0,0,0.0023,0,0,0,0,0,0.0129,0.0357,0.9643,1,0,24,5,24,"Medium",1.1,1
2000,56,"SLU",154000,0.22,0.675,0,0.0214,0,0.9164,0,0,0,0,0,0,0,0,0,0,0,0.0046,0.0046,0,0,0,0,0,0.009,0,0,0.0024,0,0,0,0,0,0.023,0.0446,0.9554,1,0,24,2,20,"High",1.1,73
2005,56,"SLU",165000,0.2364,0.6186,0,0.018,0.0128,0.8858,0,0,0,0,0,0,0,0,0,0,0,0.0026,0.0026,0,0,0,0,0,0.0057,0,0,0.0011,0,0,0,0,0,0.0401,0.0647,0.9353,1,0,24,4,8,"High",1.1,73
2010,56,"SLU",164000,0.269,0.611,0,0.016,0.0258,0.9218,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.003,0,0,0,0,0,0,0,0,0.059,0.0152,0.9848,1,0,1,2,8,"High",1.1,73
1980,57,"SVG",98000,0.2055,0.189,0,0.2912,0.2189,0.9046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5e-04,0,0,0.0082,0,0,0,0,0,0.006,0.0807,0.9193,1,0,24,9,24,"Medium",1.1,2
1985,57,"SVG",102000,0.2059,0.1961,0,0.2745,0.2255,0.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098,0.902,1,0,24,2,5,"High",1.1,13
1990,57,"SVG",106000,0.2934,0.095,0.0708,0.1887,0.2146,0.8625,0,0,0,0,0,0,0,0,0,0,0,0.0142,0.0142,0,0,0,0,0,0.0325,0,0,0.0113,0,0,0,0.0149,0,0.0139,0.0507,0.9493,1,0,234,4,10,"Medium",1.1,7
1995,57,"SVG",111000,0.2839,0.0916,0.0342,0.1877,0.2715,0.8688,0,0,0,0,0,0,0,0,0,0,0,0.0068,0.0068,0,0,0,0,0,0.0328,0,0,0.0131,0,0,0,0.0071,0.001,0.0176,0.0528,0.9472,1,0,34,99,35,"Low",1.1,99
2000,57,"SVG",114000,0.4539,0.1382,0.002,0.1775,0.0895,0.861,0,0,0,0,0,0,0,0,0,0,0,0.007,0.007,0,0,0,0,0,0.008,0,0,0.002,0,0,0,0,0.002,0.1009,0.0191,0.9809,1,0,234,5,20,"Medium",1.1,1
2005,57,"SVG",104000,0.3848,0.3812,0.0011,0.1053,0.049,0.9214,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0043,0,0,0,0,0,0.0059,0,0,0.0019,0,0,0,0,0.0011,0.0648,6e-04,0.9994,1,0,234,5,20,"Medium",1.1,1
2010,57,"SVG",104000,0.272,0.611,0,0.016,0,0.899,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.003,0,0,0.0017,0,0,0,0,0,0.019,0.0763,0.9237,1,0,24,4,20,"Medium",1.1,1
1980,58,"AAB",63000,0.3698,0.1071,0,0.3667,0,0.8437,0,0,0,0,0,0,0,0,0,0,0.0044,0.0051,0.0095,0,0,0,0,0,0,0,0,0.0079,0,0,0,0,0.0238,0,0.1151,0.8849,1,0,24,4,8,"Medium",1.1,7
1985,58,"AAB",64000,0.3438,0.125,0,0.3555,0,0.8242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1758,0.8242,1,0,24,2,8,"High",1.1,13
1990,58,"AAB",59355,0.4605,0.1047,0,0.2376,0,0.8028,0,0,0,0,0,0,0,0,0,0,0,0.0051,0.0051,0,0,0,0,0,8e-04,0,0,0.0084,0,0,0,0,0.0337,0.0328,0.1164,0.8836,1,0,24,2,5,"High",1.1,79
1995,58,"AAB",61609,0.4939,0.1045,0,0.2461,0,0.8446,0,0,0,0,0,0,0,0,0,0,0,0.0047,0.0047,0,0,0,0,0,8e-04,0,0,0.0092,0,0,0,0.018,0.0162,0.046,0.0606,0.9394,1.0001,0,24,99,24,"Medium",1.1,99
2000,58,"AAB",63863,0.525,0.1043,0,0.2541,0,0.8834,0,0,0,0,0,0,0,0,0,0,0,0.0043,0.0043,0,0,0,0,0,8e-04,0,0,0.0098,0,0,0,0.0348,0,0.0582,0.0086,0.9914,0.9999,0,24,2,20,"Medium",1.1,79
2005,58,"AAB",83000,0.4653,0.0925,0.0283,0.2323,0,0.8183,0,0,0,0,0,0,0,0,0,0,0,0.0017,0.0017,0,0,0,0,0,3e-04,0,0,0.0038,0,0,0,0.0134,0,0.0533,0.1093,0.8907,1.0001,0,24,99,20,"Medium",1.1,99
2010,58,"AAB",86900,0.503,0.1,0.054,0.257,0,0.914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.027,0.973,1,0,24,99,20,"Medium",1.1,99
1985,60,"SKN",44000,0.5102,0.11,0,0.2591,0,0.8793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0.0702,0.0014,0.0441,0.9559,1,0,24,9,24,"Medium",1.1,2
1990,60,"SKN",40500,0.46,0.069,0.073,0.275,0,0.877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.0049,0,0,0,0,0,0.042,0.0721,0.9279,1,0,24,3,5,"High",1.1,79
1995,60,"SKN",43412,0.4792,0.0679,0.0632,0.2382,0,0.8485,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.0015,0,0,0,0,0,0.0061,0,0,0.0044,0,0,0,0,0,0.0713,0.0682,0.9318,1,0,24,99,35,"Low",1.1,99
2000,60,"SKN",46325,0.496,0.067,0.0547,0.206,0,0.8236,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0028,0,0,0,0,0,0.008,0,0,0.004,0,0,0,0,0,0.0969,0.0647,0.9353,1,0,234,2,10,"Medium",1.1,83
2005,60,"SKN",48000,0.3175,0.1644,0.0264,0.3635,0,0.8716,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0028,0,0,0,0,0,0.0089,0,0,0.0019,0,0,0,0,0,0.0936,0.0211,0.9789,0.9999,0,24,4,8,"High",1.1,83
2010,60,"SKN",50700,0.1479,0.25,0,0.5,0,0.8979,0,0,0,0,0,0,0,0,0,0,0,0.0028,0.0028,0,0,0,0,0,0.0095,0,0,0,0,0,0,0,0,0.0888,0.001,0.999,1,0,24,4,8,"High",1.1,83
1945,70,"MEX",22230000,0.01,0.93,0,0,0,0.94,0,0,0,8e-04,8e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592,0.9408,1,0,3,99,35,"Low",1.1,99
1950,70,"MEX",27376000,0.0121,0.9252,0,0,0,0.9373,0,0,0,6e-04,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621,0.9379,1,0,24,5,10,"Medium",1.1,15
1955,70,"MEX",27376000,0.0121,0.9252,0,0,0,0.9373,0,0,0,6e-04,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621,0.9379,1,0,34,5,24,"Medium",1.1,15
1960,70,"MEX",36322000,0.011,0.9325,0,0,0,0.9435,0,0,0,0.0028,0.0028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0053,0.0484,0.9516,1,0,24,5,10,"Medium",1.1,15
1965,70,"MEX",38500000,0.0156,0.941,0,0,0,0.9566,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421,0.9579,1,0,24,8,24,"Medium",1.1,20
1970,70,"MEX",50596000,0.0173,0.9295,0,2e-04,0,0.947,0,0,0,7e-04,7e-04,0,0,0,0,0,0,3e-04,3e-04,0,0,3e-04,3e-04,0,0,0,0,0,1e-04,0,0,0,0.001,0.0403,0.0104,0.9896,1.0001,0,24,9,24,"Medium",1.1,2
1975,70,"MEX",67580000,0.0173,0.9162,0,1e-04,0,0.9336,0,0,0,3e-04,3e-04,0,0,0,0,0,0,3e-04,3e-04,0,0,3e-04,3e-04,0,0,0,0,0,1e-04,0,0,0,8e-04,0.0563,0.0084,0.9916,1.0001,0,34,99,35,"Low",1.1,99
1980,70,"MEX",67570000,0.0176,0.9492,0,2e-04,0,0.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8e-04,0.0278,0.0044,0.9956,1,0,24,5,20,"Medium",1.1,1
1985,70,"MEX",75465000,0.0158,0.9574,0.0012,0,0,0.9744,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0016,0.0016,0,0,3e-04,3e-04,0,1e-04,0,0,3e-04,0,0,0,0,0,0,0.0224,0.9776,1.0001,0,234,9,28,"Low",1.1,2
1990,70,"MEX",83226000,0.0312,0.9344,0.001,0.0018,0,0.9685,0,0,0,0.0013,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0.0295,7e-04,0.9993,1.0001,0,24,4,5,"Medium",1.1,7
1995,70,"MEX",90487000,0.0301,0.939,5e-04,0.0019,0,0.9715,0,0,0,7e-04,7e-04,0,0,0,0,0,0,0.0014,0.0014,0,0,1e-04,1e-04,0,1e-04,0,0,0,1e-04,0,0,0,4e-04,0.0249,9e-04,0.9991,1.0001,0,24,5,24,"Medium",1.1,1
2000,70,"MEX",98881000,0.0289,0.9382,0,0.0019,0,0.969,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.0026,0.0026,0,0,2e-04,2e-04,0,1e-04,0,0,0,1e-04,0,0,0,7e-04,0.0207,0.0053,0.9947,0.9999,0,24,9,24,"Medium",1.1,2
2005,70,"MEX",103947000,0.0377,0.8971,0.001,2e-04,0,0.936,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.002,0.002,0,0,2e-04,2e-04,0,1e-04,1e-04,0,3e-04,1e-04,0,0,0,0.0011,0.0586,2e-04,0.9998,0.9999,0,234,5,20,"Medium",1.1,1
2010,70,"MEX",112336538,0.1414,0.8272,0,0,0,0.9686,0,0,0,6e-04,6e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3e-04,2e-04,0.0272,0.003,0.997,0.9999,0,1,1,5,"High",1.1,70
1980,80,"BLZ",150000,0.1447,0.6453,0,0.092,0,0.882,0,0,0,0.0126,0.0126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013,0.0147,0.0894,0.9106,1,0,24,4,5,"Medium",1.1,7
1985,80,"BLZ",166000,0.1355,0.6145,0,0.1205,0,0.8705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.1175,0.8825,1,0,24,2,5,"High",1.1,13
1990,80,"BLZ",189000,0.1561,0.5714,0,0.0608,0.0789,0.8673,0,0,0,0.0111,0.0111,0,0,0,0,0,0,0.0053,0.0053,0,0,0.0032,0.0032,0,0.0212,0,0,0.028,0,0,0,0,0.0025,0.0254,0.036,0.964,1,0,24,4,5,"Medium",1.1,7
1995,80,"BLZ",216000,0.1597,0.567,0,0.0509,0.085,0.8626,0,0,0,0.006,0.006,0,0,0,0,0,0,0.0055,0.0055,0,0,0.0033,0.0033,0,0.0221,0,0,0.0283,0,0,0,0.0047,0.0021,0.0278,0.0375,0.9625,0.9999,0,24,5,24,"Medium",1.1,1
2000,80,"BLZ",241000,0.2435,0.4773,0,0.0514,0.0254,0.7976,0,0,0,0,0,0,0,0,0,0,0,0.001,0.001,0,0,0,0,0,0.0015,0,0,9e-04,0,0,0,0,0,0.0904,0.1086,0.8914,1,0,1,2,5,"Medium",1.1,74
2005,80,"BLZ",292000,0.2389,0.4076,0,0.0452,0.0209,0.7127,0,0,0,0,0,0,0,0,0,0,0,0.0014,0.0014,0,0,0.0013,0.0013,0,0.0017,0,0,7e-04,0,0,0,0,0,0.1187,0.1636,0.8364,1.0001,0,24,4,5,"High",1.1,74
2010,80,"BLZ",304106,0.2658,0.4045,0,0.0461,0.0201,0.7365,0,0,0,0,0,0,0,0,0,0,0,0.0019,0.0019,0,0,0.0025,0.0025,0,0.002,0,0,7e-04,0,0,0,0,0,0.1562,0.1002,0.8998,1,0,1,2,5,"High",1.1,74
1945,90,"GUA",2440000,0.0295,0.9201,0,0,0,0.9496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504,0.9496,1,0,3,99,35,"Low",1.1,99
1950,90,"GUA",2969000,0.0263,0.9105,0,0,0,0.9367,0,0,0,3e-04,3e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063,0.937,1,0,24,3,5,"High",1.1,14
1955,90,"GUA",3258000,0.0242,0.9166,0,0,0,0.9408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0592,0.9408,1,0,34,99,35,"Low",1.1,99
1960,90,"GUA",3964000,0.0378,0.9226,0,0,0,0.9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396,0.9604,1,0,24,6,24,"Medium",1.1,18
1965,90,"GUA",4568000,0.0228,0.92,0,0,0,0.9428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572,0.9428,1,0,234,5,10,"Medium",1.1,15
1970,90,"GUA",5246000,0.0514,0.8667,0,1e-04,0,0.9182,0,0,0,2e-04,2e-04,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,0,2e-04,0,0,0,0.001,0.0195,0.0608,0.9392,1.0001,0,234,8,28,"Low",1.1,20
1975,90,"GUA",6023000,0.0613,0.843,0,1e-04,0,0.9045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,2e-04,0,0,0,0,6e-04,1e-04,0,0,0,0.002,0.0124,0.0802,0.9198,1,0,134,9,28,"Low",1.1,2
1980,90,"GUA",6917000,0.0677,0.8109,0,1e-04,0,0.8788,0,0,0,1e-04,1e-04,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,0,0,0.001,1e-04,0,0,0,0.0027,0.0069,0.1103,0.8897,1,0,24,4,5,"Medium",1.1,7
1985,90,"GUA",7963000,0.096,0.8137,0,0,0,0.9097,0,0,0,0,0,0,0,0,0,0,0,1e-04,1e-04,0,0,2e-04,2e-04,0,0,0,0,0.0014,2e-04,0,0,0,0.0014,0.0083,0.0787,0.9213,1,0,24,2,8,"High",1.1,13
1990,90,"GUA",9197000,0.1153,0.81,0,1e-04,0,0.9254,0,0,0,1e-04,1e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,2e-04,2e-04,0,0,0,0,0.0017,3e-04,0,0,0,3e-04,0.0092,0.0626,0.9374,0.9999,0,234,4,10,"Medium",1.1,7
1995,90,"GUA",9976000,0.1299,0.8299,0,1e-04,0,0.9599,0,0,0,1e-04,1e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,1e-04,1e-04,0,0,0,0,8e-04,0,0,0,0,2e-04,0.002,0.0369,0.9631,1.0001,0,34,9,28,"Low",1.1,2
2000,90,"GUA",11385000,0.14,0.83,0,2e-04,0,0.9702,0,0,0,1e-04,1e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,2e-04,2e-04,0,0,0,0,7e-04,3e-04,0,0,0.0021,3e-04,0.025,0.0012,0.9988,1.0002,0,234,2,10,"Medium",1.1,83
2005,90,"GUA",12701000,0.4,0.55,0,0,0,0.95,0,0,0,1e-04,1e-04,0,0,0,0,0,0,1e-04,1e-04,0,0,2e-04,2e-04,0,0,0,0,6e-04,3e-04,0,0,0.002,0,0.04,0.0067,0.9933,1,0,24,6,10,"Medium",1.1,83
2010,90,"GUA",13824463,0.4,0.55,0,0,0,0.95,0,0,0,1e-04,1e-04,1e-04,0,0,0,0,0,0,1e-04,0,0,0,0,0,0,0,0,0,0,0,0,0,2e-04,0.0459,0.0036,0.9964,0.9999,0,24,6,10,"Medium",1.1,83
1945,91,"HON",1260000,0.0185,0.932,0,0,0,0.9505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495,0.9505,1,0,24,3,8,"High",1.1,14
1950,91,"HON",1445000,0.0187,0.9502,0,0,0,0.9689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0311,0.9689,1,0,24,4,5,"Medium",1.1,7
1955,91,"HON",1665000,0.0186,0.9512,0,0,0,0.9698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302,0.9698,1,0,34,5,24,"Medium",1.1,15
1960,91,"HON",1943000,0.018,0.9542,0,0,0,0.9722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,0.9722,1,0,24,6,24,"Medium",1.1,18
1965,91,"HON",2029955,0.0207,0.9617,0,0,0,0.9824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176,0.9824,1,0,24,8,24,"Medium",1.1,20
1970,91,"HON",2639000,0.0235,0.9142,0,1e-04,0,0.9377,0,0,0,1e-04,1e-04,0,0,0,0,0,0,6e-04,6e-04,0,0,4e-04,4e-04,0,0,0,0,0.003,2e-04,0,0,0,0.0019,0.0134,0.0427,0.9573,1,0,24,9,24,"Medium",1.1,2
